time;speed
15.540000;27.49
15.550000;27.41
15.560000;27.33
15.570000;27.25
15.580000;27.17
15.590000;27.09
15.600000;27.01
15.610000;26.93
15.620000;26.85
15.630000;26.77
15.640000;26.69
15.650000;26.61
15.660000;26.53
15.670000;26.45
15.680000;26.37
15.690000;26.29
15.700000;26.21
15.710000;26.13
15.720000;26.05
15.730000;25.97
15.740000;25.89
15.750000;25.81
15.760000;25.73
15.770000;25.65
15.780000;25.57
15.790000;25.49
15.800000;25.41
15.810000;25.33
15.820000;25.25
15.830000;25.17
15.840000;25.09
15.850000;25.01
15.860000;24.93
15.870000;24.85
15.880000;24.77
15.890000;24.69
15.900000;24.61
15.910000;24.53
15.920000;24.45
15.930000;24.38
15.940000;24.30
15.950000;24.22
15.960000;24.14
15.970000;24.06
15.980000;23.98
15.990000;23.90
16.000000;23.82
16.010000;23.74
16.020000;23.66
16.030000;23.58
16.040000;23.50
16.050000;23.42
16.060000;23.34
16.070000;23.26
16.080000;23.18
16.090000;23.10
16.100000;23.02
16.110000;22.94
16.120000;22.86
16.130000;22.78
16.140000;22.70
16.150000;22.62
16.160000;22.54
16.170000;22.46
16.180000;22.38
16.190000;22.30
16.200000;22.22
16.210000;22.14
16.220000;22.06
16.230000;21.98
16.240000;21.90
16.250000;21.82
16.260000;21.74
16.270000;21.66
16.280000;21.58
16.290000;21.50
16.300000;21.42
16.310000;21.34
16.320000;21.26
16.330000;21.18
16.340000;21.10
16.350000;21.02
16.360000;20.94
16.370000;20.86
16.380000;20.78
16.390000;20.70
16.400000;20.62
16.410000;20.55
16.420000;20.47
16.430000;20.39
16.440000;20.31
16.450000;20.23
16.460000;20.15
16.470000;20.07
16.480000;19.99
16.490000;19.91
16.500000;19.83
16.510000;19.75
16.520000;19.67
16.530000;19.59
16.540000;19.51
16.550000;19.43
16.560000;19.35
16.570000;19.27
16.580000;19.19
16.590000;19.11
16.600000;19.03
16.610000;18.95
16.620000;18.87
16.630000;18.79
16.640000;18.71
16.650000;18.63
16.660000;18.55
16.670000;18.47
16.680000;18.39
16.690000;18.31
16.700000;18.23
16.710000;18.15
16.720000;18.07
16.730000;17.99
16.740000;17.91
16.750000;17.83
16.760000;17.75
16.770000;17.67
16.780000;17.59
16.790000;17.51
16.800000;17.43
16.810000;17.35
16.820000;17.27
16.830000;17.19
16.840000;17.11
16.850000;17.03
16.860000;16.95
16.870000;16.88
16.880000;16.80
16.890000;16.72
16.900000;16.64
16.910000;16.56
16.920000;16.48
16.930000;16.40
16.940000;16.32
16.950000;16.24
16.960000;16.16
16.970000;16.08
16.980000;16.00
16.990000;15.92
17.000000;15.84
17.010000;15.76
17.020000;15.68
17.030000;15.60
17.040000;15.52
17.050000;15.44
17.060000;15.36
17.070000;15.28
17.080000;15.20
17.090000;15.12
17.100000;15.04
17.110000;14.96
17.120000;14.88
17.130000;14.80
17.140000;14.72
17.150000;14.64
17.160000;14.56
17.170000;14.48
17.180000;14.40
17.190000;14.32
17.200000;14.24
17.210000;14.16
17.220000;14.08
17.230000;14.00
17.240000;13.92
17.250000;13.84
17.260000;13.76
17.270000;13.68
17.280000;13.60
17.290000;13.52
17.300000;13.44
17.310000;13.36
17.320000;13.28
17.330000;13.20
17.340000;13.12
17.350000;13.05
17.360000;12.97
17.370000;12.89
17.380000;12.81
17.390000;12.73
17.400000;12.65
17.410000;12.57
17.420000;12.49
17.430000;12.41
17.440000;12.33
17.450000;12.25
17.460000;12.17
17.470000;12.09
17.480000;12.01
17.490000;11.93
17.500000;11.85
17.510000;11.77
17.520000;11.69
17.530000;11.61
17.540000;11.53
17.550000;11.45
17.560000;11.37
17.570000;11.29
17.580000;11.21
17.590000;11.13
17.600000;11.05
17.610000;10.97
17.620000;10.89
17.630000;10.81
17.640000;10.73
17.650000;10.65
17.660000;10.57
17.670000;10.49
17.680000;10.41
17.690000;10.33
17.700000;10.25
17.710000;10.17
17.720000;10.09
17.730000;10.01
17.740000;9.93
17.750000;9.85
17.760000;9.77
17.770000;9.69
17.780000;9.61
17.790000;9.53
17.800000;9.45
17.810000;9.38
17.820000;9.30
17.830000;9.22
17.840000;9.14
17.850000;9.06
17.860000;8.98
17.870000;8.90
17.880000;8.82
17.890000;8.74
17.900000;8.66
17.910000;8.58
17.920000;8.50
17.930000;8.42
17.940000;8.34
17.950000;8.26
17.960000;8.18
17.970000;8.10
17.980000;8.02
17.990000;7.94
18.000000;7.86
18.010000;7.78
18.020000;7.70
18.030000;7.62
18.040000;7.54
18.050000;7.46
18.060000;7.38
18.070000;7.30
18.080000;7.22
18.090000;7.14
18.100000;7.06
18.110000;6.98
18.120000;6.90
18.130000;6.82
18.140000;6.74
18.150000;6.66
18.160000;6.58
18.170000;6.50
18.180000;6.42
18.190000;6.34
18.200000;6.26
18.210000;6.18
18.220000;6.10
18.230000;6.02
18.240000;5.94
18.250000;5.86
18.260000;5.78
18.270000;5.70
18.280000;5.62
18.290000;5.55
18.300000;5.47
18.310000;5.39
18.320000;5.31
18.330000;5.23
18.340000;5.15
18.350000;5.07
18.360000;4.99
18.370000;4.91
18.380000;4.83
18.390000;4.75
18.400000;4.67
18.410000;4.59
18.420000;4.51
18.430000;4.43
18.440000;4.35
18.450000;4.27
18.460000;4.19
18.470000;4.11
18.480000;4.03
18.490000;3.95
18.500000;3.87
18.510000;3.79
18.520000;3.71
18.530000;3.63
18.540000;3.55
18.550000;3.47
18.560000;3.39
18.570000;3.31
18.580000;3.23
18.590000;3.15
18.600000;3.07
18.610000;2.99
18.620000;2.91
18.630000;2.83
18.640000;2.75
18.650000;2.67
18.660000;2.59
18.670000;2.51
18.680000;2.43
18.690000;2.35
18.700000;2.27
18.710000;2.19
18.720000;2.11
18.730000;2.03
18.740000;1.95
18.750000;1.88
18.760000;1.80
18.770000;1.72
18.780000;1.64
18.790000;1.56
18.800000;1.48
18.810000;1.40
18.820000;1.32
18.830000;1.24
18.840000;1.16
18.850000;1.08
18.860000;1.00
18.870000;0.92
18.880000;0.84
18.890000;0.76
18.900000;0.68
18.910000;0.60
18.920000;0.52
18.930000;0.44
18.940000;0.36
18.950000;0.28
18.960000;0.20
18.970000;0.12
18.980000;0.04
18.990000;0.00
19.000000;0.00
19.010000;0.00
19.020000;0.00
19.030000;0.00
19.040000;0.00
19.050000;0.00
19.060000;0.00
19.070000;0.00
19.080000;0.00
19.090000;0.00
19.100000;0.00
19.110000;0.00
19.120000;0.00
19.130000;0.00
19.140000;0.00
19.150000;0.00
19.160000;0.00
19.170000;0.00
19.180000;0.00
19.190000;0.00
19.200000;0.00
19.210000;0.00
19.220000;0.00
19.230000;0.00
19.240000;0.00
19.250000;0.00
19.260000;0.00
19.270000;0.00
19.280000;0.00
19.290000;0.00
19.300000;0.00
19.310000;0.00
19.320000;0.00
19.330000;0.00
19.340000;0.00
19.350000;0.00
19.360000;0.00
19.370000;0.00
19.380000;0.00
19.390000;0.00
19.400000;0.00
19.410000;0.00
19.420000;0.00
19.430000;0.00
19.440000;0.00
19.450000;0.00
19.460000;0.00
19.470000;0.00
19.480000;0.00
19.490000;0.00
19.500000;0.00
19.510000;0.00
19.520000;0.00
19.530000;0.00
19.540000;0.00
19.550000;0.00
19.560000;0.00
19.570000;0.00
19.580000;0.00
19.590000;0.00
19.600000;0.00
19.610000;0.00
19.620000;0.00
19.630000;0.00
19.640000;0.00
19.650000;0.00
19.660000;0.00
19.670000;0.00
19.680000;0.00
19.690000;0.00
19.700000;0.00
19.710000;0.00
19.720000;0.00
19.730000;0.00
19.740000;0.00
19.750000;0.00
19.760000;0.00
19.770000;0.00
19.780000;0.00
19.790000;0.00
19.800000;0.00
19.810000;0.00
19.820000;0.00
19.830000;0.00
19.840000;0.00
19.850000;0.00
19.860000;0.00
19.870000;0.00
19.880000;0.00
19.890000;0.00
19.900000;0.00
19.910000;0.00
19.920000;0.00
19.930000;0.00
19.940000;0.00
19.950000;0.00
19.960000;0.00
19.970000;0.00
19.980000;0.00
19.990000;0.00
20.000000;0.00
20.010000;0.00
20.020000;0.00
20.030000;0.00
20.040000;0.00
20.050000;0.00
20.060000;0.00
20.070000;0.00
20.080000;0.00
20.090000;0.00
20.100000;0.00
20.110000;0.00
20.120000;0.00
20.130000;0.00
20.140000;0.00
20.150000;0.00
20.160000;0.00
20.170000;0.00
20.180000;0.00
20.190000;0.00
20.200000;0.00
20.210000;0.00
20.220000;0.00
20.230000;0.00
20.240000;0.00
20.250000;0.00
20.260000;0.00
20.270000;0.00
20.280000;0.00
20.290000;0.00
20.300000;0.00
20.310000;0.00
20.320000;0.00
20.330000;0.00
20.340000;0.00
20.350000;0.00
20.360000;0.00
20.370000;0.00
20.380000;0.00
20.390000;0.00
20.400000;0.00
20.410000;0.00
20.420000;0.00
20.430000;0.00
20.440000;0.00
20.450000;0.00
20.460000;0.00
20.470000;0.00
20.480000;0.00
20.490000;0.00
20.500000;0.00
20.510000;0.00
20.520000;0.00
20.530000;0.00
20.540000;0.00
20.550000;0.00
20.560000;0.00
20.570000;0.00
20.580000;0.00
20.590000;0.00
20.600000;0.00
20.610000;0.00
20.620000;0.00
20.630000;0.00
20.640000;0.00
20.650000;0.00
20.660000;0.00
20.670000;0.00
20.680000;0.00
20.690000;0.00
20.700000;0.00
20.710000;0.00
20.720000;0.00
20.730000;0.00
20.740000;0.00
20.750000;0.00
20.760000;0.00
20.770000;0.00
20.780000;0.00
20.790000;0.00
20.800000;0.00
20.810000;0.00
20.820000;0.00
20.830000;0.00
20.840000;0.00
20.850000;0.00
20.860000;0.00
20.870000;0.00
20.880000;0.00
20.890000;0.00
20.900000;0.00
20.910000;0.00
20.920000;0.00
20.930000;0.00
20.940000;0.00
20.950000;0.00
20.960000;0.00
20.970000;0.00
20.980000;0.00
20.990000;0.00
21.000000;0.00
21.010000;0.00
21.020000;0.00
21.030000;0.00
21.040000;0.00
21.050000;0.00
21.060000;0.00
21.070000;0.00
21.080000;0.00
21.090000;0.00
21.100000;0.00
21.110000;0.00
21.120000;0.00
21.130000;0.00
21.140000;0.00
21.150000;0.00
21.160000;0.00
21.170000;0.00
21.180000;0.00
21.190000;0.00
21.200000;0.00
21.210000;0.00
21.220000;0.00
21.230000;0.00
21.240000;0.00
21.250000;0.00
21.260000;0.00
21.270000;0.00
21.280000;0.00
21.290000;0.00
21.300000;0.00
21.310000;0.00
21.320000;0.00
21.330000;0.00
21.340000;0.00
21.350000;0.00
21.360000;0.00
21.370000;0.00
21.380000;0.00
21.390000;0.00
21.400000;0.00
21.410000;0.00
21.420000;0.00
21.430000;0.00
21.440000;0.00
21.450000;0.00
21.460000;0.00
21.470000;0.00
21.480000;0.00
21.490000;0.00
21.500000;0.00
21.510000;0.00
21.520000;0.00
21.530000;0.00
21.540000;0.00
21.550000;0.00
21.560000;0.00
21.570000;0.00
21.580000;0.00
21.590000;0.00
21.600000;0.00
21.610000;0.00
21.620000;0.00
21.630000;0.00
21.640000;0.00
21.650000;0.00
21.660000;0.00
21.670000;0.00
21.680000;0.00
21.690000;0.00
21.700000;0.00
21.710000;0.00
21.720000;0.00
21.730000;0.00
21.740000;0.00
21.750000;0.00
21.760000;0.00
21.770000;0.00
21.780000;0.00
21.790000;0.00
21.800000;0.00
21.810000;0.00
21.820000;0.00
21.830000;0.00
21.840000;0.00
21.850000;0.00
21.860000;0.00
21.870000;0.00
21.880000;0.00
21.890000;0.00
21.900000;0.00
21.910000;0.00
21.920000;0.00
21.930000;0.00
21.940000;0.00
21.950000;0.00
21.960000;0.00
21.970000;0.00
21.980000;0.00
21.990000;0.00
22.000000;0.00
22.010000;0.00
22.020000;0.00
22.030000;0.00
22.040000;0.00
22.050000;0.00
22.060000;0.00
22.070000;0.00
22.080000;0.00
22.090000;0.00
22.100000;0.00
22.110000;0.00
22.120000;0.00
22.130000;0.00
22.140000;0.00
22.150000;0.00
22.160000;0.00
22.170000;0.00
22.180000;0.00
22.190000;0.00
22.200000;0.00
22.210000;0.00
22.220000;0.00
22.230000;0.00
22.240000;0.00
22.250000;0.00
22.260000;0.00
22.270000;0.00
22.280000;0.00
22.290000;0.00
