timeStamp;PhysicalECU_wdk_w_msg;Throttle_Pct_factor_In1;Throttle_Pct_factor_Out1
0; ;4.669294409179687;4.669294409179687
0.00100001059999999995; ;4.719294409179687;4.719294409179687
0.0020000211999999999; ;4.769294409179687;4.769294409179687
0.0030000319000000001; ;4.819294409179687;4.819294409179687
0.00400004250000000026; ;4.769294409179687;4.769294409179687
0.00500005310000000043; ;4.756800512695312;4.756800512695312
0.0060000638000000002; ;4.806800512695312;4.806800512695312
0.00700007440000000036; ;4.756800512695312;4.756800512695312
0.00800008500000000053; ;4.806800512695312;4.806800512695312
0.0090000956000000007; ;4.756800512695312;4.756800512695312
0.01000010630000000046; ;4.806800512695312;4.806800512695312
0.01100011690000000063; ;4.756800512695312;4.756800512695312
0.01200012750000000079; ;4.806800512695312;4.806800512695312
0.01300013809999999922; ;4.844306616210937;4.844306616210937
0.01400014880000000073; ;4.794306616210937;4.794306616210937
0.01500015939999999916; ;4.844306616210937;4.844306616210937
0.01600017000000000106; ;4.894306616210937;4.894306616210937
0.01700018060000000122; ;4.931812719726562;4.931812719726562
0.01800019129999999926; ;4.931812719726562;4.931812719726562
0.01900020189999999942; ;4.881812719726562;4.881812719726562
0.02000021249999999959; ;4.831812719726562;4.831812719726562
0.02100022309999999975; ;4.781812719726562;4.781812719726562
0.02200023380000000126; ;4.756800512695312;4.756800512695312
0.02300024440000000142; ;4.756800512695312;4.756800512695312
0.02400025500000000159; ;4.806800512695312;4.806800512695312
0.02500026559999999828; ;4.844306616210937;4.844306616210937
0.02600027629999999979; ;4.794306616210937;4.794306616210937
0.02700028689999999995; ;4.756800512695312;4.756800512695312
0.02800029750000000012; ;4.806800512695312;4.806800512695312
0.02900030810000000028; ;4.756800512695312;4.756800512695312
0.03000031879999999831; ;4.706800512695312;4.706800512695312
0.03100032939999999848; ;4.756800512695312;4.756800512695312
0.03200034000000000212; ;4.806800512695312;4.806800512695312
0.03300035059999999881; ;4.844306616210937;4.844306616210937
0.03400036129999999684; ;4.894306616210937;4.894306616210937
0.03500037190000000048; ;4.844306616210937;4.844306616210937
0.03600038249999999718; ;4.894306616210937;4.894306616210937
0.03700039310000000081; ;4.844306616210937;4.844306616210937
0.03800040379999999884; ;4.844306616210937;4.844306616210937
